,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
4350,4343,4368,8,"This place is awesome for everyone. You are living with 2 very generous and kind people! Your host Romeo almost always responds within 5 minutes and is super helpful no matter your problem or issue! The other guy in the house is his uncle John. He is easy going and awesome to talk to. Your room is clean and quiet. The bed is decently sized (I'm 6.3 ft. and had no issues). The room has a big closet, a desk, a fan and a big mirror - everything you'll ever need. Romeo and John even provide a big selection of tea, coffee and cereals. A big shopping centre (Roselands Central) is 8 minutes walking distance and the train station about 15. I can only recommend this place! Would definitely book this room again!",FALSE,8,8,8,8,8,8,8
4351,4344,4369,9,"Such a cute little apartment. Well organised, and in a great location, close to everything in Bondi. Communication with Natasha was nice and easy. Would recommend to anyone looking for a stay in south Bondi! ",FALSE,9,9,9,9,9,9,9
4352,4345,4370,9,"Natasha was an excellent host, always quick to respond and left excellent reccommendations of things to do and places to go. The apartment was neat, tidy, well looked after and in an excellent location being a 2 minute walk from the icebergs and the main street of Bondi. 

I highly reccomend staying at Natasha's apartment if you want all the luxuries of home and still be in he heart of Bondi. If I ever go back to Bondi I would definitely stay here again.    ",FALSE,9,9,9,9,9,9,9
4353,4346,4371,9,Cathy and the other household members were all very welcoming and friendly.The house was clean and tidy with great outdoor spaces in a fantastic beachside suburb.Cathy even got us fresh bread from a local bakery and made a great morning coffee.The bed was comfy and the nights quiet.Would recommend staying here.,FALSE,9,9,9,9,9,9,9
4354,4347,4372,9,I had a wonderful experience in Sydney. No complaints. The host went above and beyond for what I expected. I recommend her to anyone headed to Sydney.,FALSE,9,9,9,9,9,9,9
4355,4348,4373,9,"Ching's place is clean and cozy, very convenient location to catch the train or light rail. the neighbourhood is quiet and safe, which is very important when you travel.
During my few days staying at her place, Ching and her mum Monica have been warm and helpful, they even prepared a lot of yummy food.
and last but not least, two cats, soooo cute and fuzzy, for a cat person like me, they really made my journey such an unforgettable memory! Thanks Ching and Monica! <3",FALSE,9,9,9,9,9,9,9
4356,4349,4374,9,"James was s great host. He sent very detailed instructions and was very welcoming. He has a binder full of great information and restaurant recommendations that were spot on. The apartment is clean, close to the beach and has everything you need. I highly recommend this place for your visit to Bondi!",FALSE,9,9,9,9,9,9,9
4357,4350,4375,9,This house has great value! I stay there for 4nights. And I could make it great holiday. Every single kitchenware was readied. The bed was cozy and compy. And I could see youtube though AppleTV.,FALSE,9,9,9,9,9,9,9
4358,4351,4376,10,Great thanks,FALSE,10,10,10,10,10,10,10
4359,4352,4377,10,Nice place with spectacular ocean view! Provide a whole set of kitchenware which makes us feel at home.,FALSE,10,10,10,10,10,10,10
4360,4353,4378,8,"We booked the room VERY short notice (the day before, flying in from Europe :) and where a little worried if Mal would be able to arrange for our move in so quickly. You bet he did :) He was down in Melbourne on the day of our arrival but he had it all arranged, the place was in top condition, and the crib was waiting for our little girl. Mal was great in all respects, a good example being how quickly he sorted out an issue with the Internet Service Provider. He even left me a temporary data SIM card for the few hours of downtime (that were not his fault)! He also put together a list of day trips and even kept a few of our suitcases for us while we went onwards to travel the country. We were so thankful as it saved us trememdous hassle and airflight baggage fees. The apartment itself is exactly as the pictures show - really awesome and in the midst of Bondi. We had a great time and will for sure return to visit Mal´s place when we come back to Sydney.",FALSE,8,8,8,8,8,8,8
4361,4354,4379,8,"I had THE BEST stay! The apartment was nice and clean and I was greeted with a nice bottle of white wine. The apartment is very centrally located. I walked nearly to everything. Regina left clear cut instructions on everything in the apartment. She went above and beyond with restaurant/bar recommendations, public transportation instructions,  etc. Would love to stay at this apartment if I'm ever in Sydney! Thank you soo much, Regina!",FALSE,8,8,8,8,8,8,8
4362,4357,4382,9,"Kelly always responded to me in a quick. Kids loved the house and the swim center which we've been twice;) We loved your bbq place as well! Close to Manly where we enjoyed NYE fireworks. Washing machine, diswasher, Nespresso make me feel at home. We might come back as my son wishes.;) Thanks a lot.",FALSE,9,9,9,9,9,9,9
4363,4358,4383,10,"Everything was perfect! Close to the beach, cogee - best place in Sydney! Host really nice and helpfull! ",FALSE,10,10,10,10,10,10,10
4364,4359,4384,8,"I highly recommend staying here. The location is fantastic being close to buses or a 5 minute stroll to the beach and Campbell Parade. An added bonus is the car park, especially during busy times when street parking is limited. The apartment is a great size, is homely and comfortable. If you didn't want to go anywhere but Bondi, you could literally put your car in the garage and walk everywhere!
The apartment is located in the quieter area being North Bondi, away from the hectic spots but also close to walk to these spots if you wish to!
Jacinta always replied quickly, provided great advice for local cafes and was a pleasure to deal with.
I will definitely stay here again.",FALSE,8,8,8,8,8,8,8
4365,4360,4385,9,"We had a fantastic time for the week after Christmas at Olivers Coogee Beach Apartment. I think it was nicer than the photos showed - really cute, bright, airy and beautifully styled and left spotlessly clean. They had cleared space for us in the kitchen (fridge and pantry) and the bedroom cupboards too. It was perfect for a couple. Internet worked well, my husband enjoyed flicking through foxtel as we don't have it at home. We ate in a few times and the kitchen had everything we needed. We were welcome to use their snorkels (though we had our own). Oliver left some great suggestions for things to do. They left us some fruit, wine and chocolates too!

Location was perfect. 3 minute walk to Gordons bay for a snorkel or 5 minutes in the other direction to Coogee beach for a swim. I went for a swim every morning before breakfast then got a cold press juice or coffee on the way back. Some nice cafes and restaurants around Coogee. The pavilion was really fun. Transport was easy to catch the bus to Bondi and then we walked back along the cliff walk. We had our car too - parking wasn't too hard around the area. 9pm NYE fireworks at our doorstep at Coogee was also a treat and so easy to get home after works - much easier than trying to get home on New Years. 

We really enjoyed our stay. ",FALSE,9,9,9,9,9,9,9
4366,4361,4386,8,"整个房子很温馨~冰箱上贴着新婚夫妇的照片,特别有爱~设施都特别便利,应有尽有!而且主人把很多东西放在外面意思是可以分享,特别贴心,虽然我还没来得及用｡他家的三合一沐浴露味道特别好闻,让我现在都念念不忘~不远处就有中国区,东西很好吃,很符合我中国的胃!",FALSE,8,8,8,8,8,8,8
4367,4362,4387,10,"The place is very clean, fully furnished and newly renovated. Everything was just perfect (including the location).

We enjoyed our stay!

The host is very nice and friendly.

Thank you very much!",FALSE,10,10,10,10,10,10,10
4368,4363,4388,9,"The host was excellent. We had alot of fun chatting with Carsten on all subjects. He was friendly and welcoming. 

The room was clean, very very specious, well lit, fully renovated and if anything it is closer to an apartment than a room due to its size and independence from the rest of the house.

Everything in the house was perfectly spotless",FALSE,9,9,9,9,9,9,9
4369,4364,4389,9,"I am in Sydney frequently for work and wanted a break from a hotel room in the centre of the city. Stanley st was perfect, great cafes and just a short walk to city, Oxford St and bus stops. 
The apartment had everything we needed and convenience store and bottle shop in easy distance.
The air-conditioning was ok as it wasn't super hot during our stay and WiFi was handy.
Kevin was super responsive,the booking and key collection was a breeze. Would definitely recommend Kevin's place.",FALSE,9,9,9,9,9,9,9
